id,date,contact,description,cash Check CC,check Number,account,debit Amount,credit Amount,ref Number,type
1339,2021-12-30,Bank West,escrow pmnt june-dec,none,0,230.1 - BankWest Mtg Loan,0.00,2194.43,17,General
1340,2021-12-30,Bank West,escrow dispurs,none,0,130.1 - Escrow fund Mtg,0.00,3970.81,17,General
1341,2021-12-30,Bank West,homeowners ins,none,0,530.9 - Household,1576.08,0.00,17,General
1342,2021-12-30,Bank West,taxes,none,0,530.9 - Household,2394.73,0.00,17,General
1343,2021-12-30,Bank West,interest on loan,none,0,530.1 - Interest Exp,576.69,0.00,17,General
1344,2021-12-30,Bank West,escrow bal per bank 6/1,none,0,300.1 - Pre period adjustments,0.00,2814.99,17,General
1345,2021-12-30,Bank West,interest on loan,none,0,230.1 - BankWest Mtg Loan,0.00,576.69,17,General
1367,2021-12-20,Taylor & Francis,online book - Jung,none,0,101.2 - Western State Bank - Checking,0.00,26.36,226,Cash
1368,2021-12-20,Taylor & Francis,online book - Jung,none,0,530.9 - Household,26.36,0.00,226,Cash
1371,2021-12-20,welcare,prescription ins,none,0,101.2 - Western State Bank - Checking,0.00,39.40,227,Cash
1372,2021-12-20,welcare,prescription ins,none,0,530.3 - Medical Exps,39.40,0.00,227,Cash
1373,2021-06-02,Janet,Sales Receipt,Cash,0,101.0 - Cash Drawer,7.67,0.00,32,Sales
1374,2021-06-02,Janet,Sales Receipt,Cash,0,400.1 - Revenue,0.00,7.67,32,Sales
1375,2021-06-02,Janet,Sales Receipt,Cash,0,120.0 - Inventory,0.00,3.00,32,Sales
1376,2021-06-02,Janet,Sales Receipt,Cash,0,400.6 - Inventory COS,3.00,0.00,32,Sales
,,,,,,,,,,,
Totals,,,,,,,,,,,
Account Number,Account Name,Debit Amount,Credit Amount,Total,,,,,,,
101.0,Cash Drawer,1462.37,1067.42,394.95,,,,,,,
101.1,Petty Cash,551.42,551.42,5.6843418860808E-14,,,,,,,
101.2,Western State Bank - Checking,10139.89,9947.48,192.41,,,,,,,
101.3,Western St Bank - Savings,1810.92,1500,310.92,,,,,,,
101.4,Fund test - Funds Account,,,,,,,,,,
110.0,Account Receivables,1642.25,323,1319.25,,,,,,,
120.0,Inventory,4898.74,2239.53,2659.21,,,,,,,
130.0,411 E Washington,50000,0,50000,,,,,,,
130.1,Escrow fund Mtg,5009.42,4283.15,726.27,,,,,,,
200.0,Sales Tax Payable,,,,,,,,,,
210.0,Accounts Payable,230.78,230.78,0,,,,,,,
210.1,Credit card test - Credit Card,,,,,,,,,,
220.0,Labor Production,0,74.25,74.25,,,,,,,
230.1,BankWest Mtg Loan,5212.34,31785.34,26573,,,,,,,
300.0,Owners Capital,,,,,,,,,,
300.1,Pre period adjustments,49943.13,58482.9,8539.77,,,,,,,
380.0,Net Income,,,,,,,,,,
399.9,Retained Earnings,,,,,,,,,,
400.1,Revenue,0,2241.67,2241.67,,,,,,,
400.2,Shipping COS,69.26,5,-64.26,,,,,,,
400.3,Inventory Adj,683.27,20625.88,19942.61,,,,,,,
400.4,Fees Revenue,,,,,,,,,,
400.5,Discounts,280,2,-278,,,,,,,
400.6,Inventory COS,641.63,0,-641.63,,,,,,,
400.7,Fees COS,127.95,0,-127.95,,,,,,,
400.8,Taxes COS,,,,,,,,,,
410.0,Social Security pmnt,0,6678,6678,,,,,,,
420.1,Rent Income,0,2450,2450,,,,,,,
420.2,Bonnie Income,0,228.56,228.56,,,,,,,
500.0,Rent Expense,,,,,,,,,,
530.1,Interest Exp,576.69,0,576.69,,,,,,,
530.2,Gas,20.01,0,20.01,,,,,,,
530.3,Medical Exps,2091.79,76.08,2015.71,,,,,,,
530.4,Food Exp,,,,,,,,,,
530.5,Games,,,,,,,,,,
530.9,Household,7600.6,200,7400.6,,,,,,,
